code,status,name,latitude,longitude,altitude,installation_height,timezone
TA00542,1,Vizimumba-nyimba,-14.47362284,31.01542394,911.5,2.0,Africa/Maputo
TA00543,1,Nyanje-Sinda,-14.382935,31.799792,1046.0,2.0,Africa/Maputo
TA00546,1,Oriel Girls High School,-17.781042,31.12650814,1505.7,2.0,Africa/Maputo
TA00547,1,Ecole Pratique d’Agriculture de Binguela (EPAB),3.700005,11.3791,728.0,2.0,Africa/Lagos
TA00548,1,Lycée Classique de Mfou,3.72626,11.63978,708.0,2.0,Africa/Lagos
TA00549,1,Lumezi,-12.525457,33.044037,1178.0,2.0,Africa/Maputo
TA00550,1,Eastern girls,-13.4108611,32.4806156,844.1,2.0,Africa/Maputo
TA00551,1,chikando,-13.8442873,32.4640377,1104.3,2.0,Africa/Maputo
TA00559,1,Manyame,-17.94217056,31.09677172,1470.6,2.0,Africa/Maputo
TA00561,1,Mikembo/Lubumbashi,-11.478551,27.660022,1173.0,2.0,Africa/Maputo
TA00562,1,Malambwe/Lubumbashi,-11.273407,27.862193,1163.0,2.0,Africa/Maputo
TA00565,1,Nyamphande-Petauke,-14.22069737,31.23391848,973.4,2.0,Africa/Maputo
TA00567,1,Accra Girls SHS,5.597071,-0.194248,63.0,2.0,Africa/Accra
TA00568,1,Mahali Mzuri,-1.273445,35.223451,1706.0,2.0,Africa/Nairobi
TA00569,1,Mara Triangle Airstrip,-1.404244,35.008688,1608.0,2.0,Africa/Nairobi
TA00570,1,Naboisho Camp,-1.401188,35.307488,1728.0,2.0,Africa/Nairobi
TA00573,1,Maasai Mara University,-1.091263028,35.85449549,1930.3,2.0,Africa/Nairobi
TA00577,1,"Env. Mgt- Tech, Bauchi",10.487147,9.788223,566.0,2.0,Africa/Lagos
TA00579,1,"Geog, FU Kashere, Gombe",9.913203,11.008132,383.0,2.0,Africa/Lagos
TA00580,1,"Geog, Mautech Wukari, Taraba",7.844126,9.777504,162.0,2.0,Africa/Lagos
TA00581,1,"Geog, MAU Yola, Adamawa",9.34997,12.495768,220.0,2.0,Africa/Lagos
TA00584,1,"Soil Sci, UniAgric, MKD",7.796068,8.61649,104.0,2.0,Africa/Lagos
TA00586,1,Senchura Secondary School,-1.012913,35.899108,2131.0,2.0,Africa/Nairobi
TA00588,1,"Geog-ACE, Ondo",7.070302,4.823638,263.0,2.0,Africa/Lagos
TA00589,1,Juma Island,-2.438325363,32.74703783,1155.1,2.0,Africa/Nairobi
TA00590,1,LVBWB,-2.537875,32.905523,1153.0,2.0,Africa/Nairobi
TA00592,1,Langali Sec,-7.059282,37.57457,1099.0,2.0,Africa/Nairobi
TA00593,1,Murad Saddiq,-6.153719,37.590806,389.5,2.0,Africa/Nairobi
TA00594,1,Ngerengere Utali,-6.991815,38.291055,114.9,2.0,Africa/Nairobi
TA00595,1,WAMI Prison,-6.39639,37.463018,386.0,2.0,Africa/Nairobi
TA00601,1,Nathenje,-14.080148,33.907593,1075.0,2.0,Africa/Maputo
TA00602,1,Kandeu,-14.594091,34.614791,963.0,2.0,Africa/Maputo
TA00603,1,Chitengo,-18.982926,34.351752,30.0,2.0,Africa/Maputo
TA00607,1,Nhamantanda,-19.2658,34.1961291,78.0,5.0,Africa/Maputo
TA00608,1,Catandica,-18.068756,33.173665,610.9,8.0,Africa/Maputo
TA00611,1,Debra Yakob,11.277724,37.225183,2184.0,2.0,Africa/Nairobi
TA00612,1,Aba Gerima Upper,11.654106,37.503189,2010.0,2.0,Africa/Nairobi
TA00614,1,Parakou Aerodrome,9.357594,2.612586,398.0,2.0,Africa/Lagos
TA00615,1,Mabvazuva,-17.88720967,31.16544489,1514.4,2.0,Africa/Maputo
TA00616,1,"CSIR-SARI, Nyankpala - Tamale",9.400825,-1.001911,191.0,2.5,Africa/Accra
TA00618,1,Lupembashi,-11.20889,27.23759,1295.5,2.0,Africa/Maputo
TA00619,1,CRIG (Soil Moisture Station 1),6.23025,-0.346547,228.0,0.0,Africa/Accra
TA00620,1,CRIG (Soil Moisture Station 2),6.229843,-0.346975,222.0,0.0,Africa/Accra
TA00621,1,ILRI - Kapiti Research-Farmhouse,-1.6330202,37.1461852,1768.3,2.0,Africa/Nairobi
TA00623,1,Butere Girl's High school,0.21092,34.49384,1394.0,2.0,Africa/Nairobi
TA00624,1,Nzoia Sugar company,0.57762,34.65503,1460.0,2.0,Africa/Nairobi
TA00625,1,Malava DC's Office,0.57762,34.85433,1621.0,2.0,Africa/Nairobi
TA00626,1,Turbo National Youth Service,0.64208,35.04869,1857.0,2.0,Africa/Nairobi
TA00627,1,Ndalu Chief's Camp,0.84276,35.99336,1807.0,2.0,Africa/Nairobi
TA00628,1,Ndalat Chief's camp,0.50226,35.15726,1906.0,2.0,Africa/Nairobi
TA00629,1,Kapcherop Chief's office,1.04117,35.32535,2265.0,2.0,Africa/Nairobi
TA00630,1,Chebororwa Agricultural Training college,0.92923,35.3875,2066.0,2.0,Africa/Nairobi
TA00631,1,Uhuru chief's camp,0.48659,35.42018,2277.0,2.0,Africa/Nairobi
TA00632,1,Mount Elgon Flowers,1.20949,34.79568,1958.0,2.0,Africa/Nairobi
TA00633,1,EPP Piami,10.9566302,3.6362912,251.0,2.0,Africa/Lagos
TA00634,1,EPP Guéne Laga,11.23936,3.449561,274.0,2.0,Africa/Lagos
TA00636,1,Mchinji EPA,-13.799338,32.8832592,1191.6,2.0,Africa/Maputo
TA00637,1,Katete Forest (Dzalanyama),-14.206029,33.591361,1128.0,2.0,Africa/Maputo
TA00638,1,Lisasadzi RTC,-13.170715,33.509056,1113.0,2.0,Africa/Maputo
TA00639,1,Chipoka Sec.School,-13.98426896,34.49223831,515.0,2.0,Africa/Maputo
TA00640,1,Ngapani,-14.035407,35.353814,1188.0,2.0,Africa/Maputo
TA00641,1,Chileka EPA,-14.021556,33.388663,1152.0,2.0,Africa/Maputo
TA00642,1,Phalula,-15.215661,34.8868079,588.3,2.0,Africa/Maputo
TA00643,1,Jam-Life,-21.989968,35.163974,23.0,2.0,Africa/Maputo
TA00644,1,Tchaouyé,12.624301,3.276067,217.0,2.0,Africa/Lagos
TA00647,1,"UG Greenhouse, Legon",5.659788,-0.190434,82.0,2.0,Africa/Accra
TA00648,1,Kisasi Primary School - KCCA,0.376389,32.597852,1218.0,2.0,Africa/Nairobi
TA00649,1,Nakivubo Blue Primary School,0.308052,32.575361,1163.0,2.0,Africa/Nairobi
TA00650,1,Mengo Senior School,0.3196912,32.5616755,1247.2,2.0,Africa/Nairobi
TA00651,1,"Hatab Islamic Basic Sch, Madina Zongo",5.675314,-0.179166,60.4,2.0,Africa/Accra
TA00652,1,Gbegbeyise Palace,5.525557,-0.263749,15.0,2.0,Africa/Accra
TA00653,1,Ggaba Demonstration Primary School - KCCA,0.265062,32.627203,1179.7,2.0,Africa/Nairobi
TA00654,1,Kyambogo Primary School - KCCA,0.355103,32.629172,1241.0,2.0,Africa/Nairobi
TA00655,1,Tambarara,-18.5120513,34.0805564,825.0,2.0,Africa/Maputo
TA00656,1,Esuder-Campus,-21.990805,35.272128,37.0,2.0,Africa/Maputo
TA00657,1,IITA Ibadan,7.5016337,3.9110648,245.9,2.0,Africa/Lagos
TA00658,1,IITA-Ubiaja,6.6729738,6.3445719,340.0,2.85,Africa/Lagos
TA00659,1,IITA Ikenne,6.8497507,3.6990915,68.5,2.85,Africa/Lagos
TA00660,1,IITA Onne,4.7176665,7.1796017,13.0,2.85,Africa/Lagos
TA00663,1,Mofu Secondary,-8.2739562,36.3568759,253.9,2.0,Africa/Nairobi
TA00664,1,Msolaw Mission,-7.2929597,36.7541964,811.7,2.0,Africa/Nairobi
TA00665,1,IITA Mokwa,9.3524274,5.0171848,191.6,2.0,Africa/Lagos
TA00666,1,IITA Abuja,9.163178,7.3430155,438.0,2.0,Africa/Lagos
TA00667,1,"Washington Elementary, Boise",43.6006332,-116.1971923,843.4,2.0,America/New_York
TA00669,1,Santa Rosa PN,10.83662,-85.61799,299.0,2.0,America/Costa_Rica
TA00670,1,Mwanihana Sec. school,-7.805082,36.905317,299.0,2.0,Africa/Nairobi
TA00671,1,Mlimba,-8.786221,35.813489,303.5,2.0,Africa/Nairobi
TA00672,1,Berega,-6.1803018,37.1468324,834.3,2.0,Africa/Nairobi
TA00673,1,Mbandaka,0.0654859,18.3128578,311.0,2.0,Africa/Maputo
TA00674,1,"Talek Gate, Maasai Mara Park",-1.4431354,35.2063103,1557.1,2.0,Africa/Nairobi
TA00676,1,Kibaha,-6.780374,38.9735116,159.8,2.0,Africa/Nairobi
TA00678,1,ILRI - Kapiti Research-Boma Site 2,-1.606871,37.151745,1664.0,2.0,Africa/Nairobi
TA00679,1,ILRI - Mazingira Main,-1.270835,36.723916,1864.0,2.0,Africa/Nairobi
TA00680,1,Oloisukut,-1.1812361,35.0443884,1849.5,2.0,Africa/Nairobi
TA00681,1,DWD ZAMF Braunschweig,52.291468,10.446635,79.0,2.0,Europe/Zurich
TA00682,1,INERA Saria,12.278628,-2.1570462,306.1,2.0,Africa/Abidjan
TA00683,1,INERA Creaf,12.456142,-1.547981,299.0,2.0,Africa/Abidjan
TA00684,1,Balgo-Yargho,12.044388,-0.256202,310.0,2.0,Africa/Abidjan
TA00685,1,Fedpoly Ado-Ekiti,7.590057,5.295678,370.0,2.0,Africa/Lagos
TA00686,1,Pogbi Dapelgo,12.6738298,-1.5459935,295.0,2.0,Africa/Abidjan
TA00687,1,Yatinoma,12.197303,-1.396142,276.0,2.0,Africa/Abidjan
TA00688,1,IITA Fashola,7.898688,3.7785884,246.2,2.0,Africa/Lagos
TA00689,1,Walembelle Poly Clinic,10.50105629,-1.968561035,292.2,2.0,Africa/Accra
TA00690,1,"Bui Power Authority, Bui",8.24704,-2.252721,165.9,2.0,Africa/Accra
TA00691,1,"Urban Jungle, Mpakadan - Aburi",5.8150081,-0.2162459,123.0,2.0,Africa/Accra
TA00692,1,GeogRP_UniBen_Benin,6.4041137,5.6263074,99.7,2.0,Africa/Lagos
TA00693,1,Geog_UNN_Nsukka,6.8637818,7.4189555,440.1,2.0,Africa/Lagos
TA00694,1,"CSIR-SARI, Tanina",9.885745,-2.462108,348.0,2.0,Africa/Accra
TA00695,1,Perfect Injustice Property,0.7351736,31.250669,1219.3,2.0,Africa/Nairobi
TA00696,1,MCS-FUTA-Akure,7.307635,5.130365,385.0,2.0,Africa/Lagos
TA00697,1,Kibanda Hydromet,-0.8596701,31.3660654,1195.0,2.0,Africa/Nairobi
TA00699,1,Rakai District HQ,-0.7075705,31.4021381,1266.8,2.0,Africa/Nairobi
TA00700,1,Katete,-14.042383,32.070486,1110.0,2.0,Africa/Maputo
TA00701,1,Mpunde Girls Secondary School,-14.208567,28.214911,1149.0,2.0,Africa/Maputo
TA00702,1,Guihoyo ecole fondamentale,13.5049428,-8.244192403,341.8,2.0,Africa/Abidjan
TA00703,1,Mateete Subcounty Sembabule - CHAI,-0.243396,31.481191,1254.0,2.0,Africa/Nairobi
TA00704,1,IES_FUT Owerri,5.378601755,6.99829247,68.8,2.0,Africa/Lagos
TA00705,1,GES_Unical_Calabar,4.95225137,8.3416916,66.0,2.0,Africa/Lagos
TA00706,1,SSM_MOUAU_Umudike,5.4813214,7.5410878,124.3,2.0,Africa/Lagos
TA00707,1,Sembabule District HQ - CHAI,-0.08901,31.458015,1312.8,2.0,Africa/Nairobi
TA00708,1,Lwebitakuli Subcounty - CHAI,-0.256219755,31.35250046,1320.3,2.0,Africa/Nairobi
TA00709,1,Semuto - CHAI,0.6211995,32.3695631,1170.0,2.0,Africa/Nairobi
TA00710,1,Phy&E_FU-Otuoke,4.794438,6.32184,7.0,2.0,Africa/Lagos
TA00711,1,"Geog, UniPort-Porthacourt",4.90653006,6.917063752,24.7,2.0,Africa/Lagos
TA00712,1,Uwata - Madale Pre & Primary School,-6.6763078,39.1315515,94.8,2.0,Africa/Nairobi
TA00713,1,Mbigiri Estate,-6.4904264,37.4631995,366.5,2.0,Africa/Nairobi
TA00714,1,IITA Cocoa Field,7.5080497,3.8903089,210.0,2.0,Africa/Lagos
TA00715,1,Upande Labs,-1.2256175,36.8090646,1731.0,2.0,Africa/Nairobi
TA00717,1,Awae,3.8983054,11.8864365,734.0,2.0,Africa/Lagos
TA00718,1,Inhamitanga,-18.2405968,35.1871037,216.0,2.0,Africa/Maputo
TA00719,1,Kibugu Primary School,-0.4505393,37.43283539,1640.0,2.0,Africa/Nairobi
TA00720,1,Edea,3.8011784,10.1206417,35.9,2.0,Africa/Lagos
TA00725,1,IITA Mabang,6.9980209,-2.2148333,236.5,2.0,Africa/Accra
TA00726,1,IITA Owena,7.1938596,5.0224968,250.0,2.0,Africa/Lagos
TA00727,1,Condue,-18.7146099,34.8371634,282.0,2.0,Africa/Maputo
TA00728,1,IITA Nkoemvone,2.8181395,11.1328485,580.6,2.0,Africa/Lagos
TA00729,1,Mapombwe,-18.655282,34.079264,385.6,2.0,Africa/Maputo
TA00730,1,IITA Mbalmayo,3.4677115,11.4878046,664.7,2.0,Africa/Lagos
TA00731,1,Nyankpala DTS Site (Soil Moisture only),9.4006686,-1.0021672,190.0,-0.1,Africa/Accra
TA00732,1,IITA Hamdallaye,13.5597861,2.4030934,244.6,2.0,Africa/Lagos
TA00733,1,IITA Karma,13.6743811,1.8083497,208.1,2.0,Africa/Lagos
TA00734,1,IITA N'Dounga,13.4905183,2.0929917,172.0,2.0,Africa/Lagos
TA00735,1,IITA Falwel,13.5264876,3.6024106,257.1,2.0,Africa/Lagos
TA00736,1,IITA Bende,13.1818347,8.8871451,415.2,2.0,Africa/Lagos
TA00737,1,IITA Ollelewa,14.50072,8.6373144,446.9,2.0,Africa/Lagos
TA00738,1,IITA Bengou,11.9801805,3.559007,170.4,2.0,Africa/Lagos
